PIMS ID,Product,Suppliers
OM-LOS50TAB,OM Losartan 50mg TAB (90ct),
OM-ZN25T,OM Marbofloxacin ( Zeniquin ) 25mg TAB,
OM-MARB100,OM Marbofloxacin (Marboquin) 100mg TAB,
OM-IMAR25,OM Marbofloxacin 25mg/ml Susp.,
OM-MC160,OM Maropitant (Cerenia) 160mg Tablets 4pk,
OM-MAXFOR20,OM Max's Formula 200 Teapill,
OM-MEL100ML,OM Meloxicam 1.5mg/ml LIQ 100 ml Bottle,
OM-IMET,OM Meloxicam 1.5mg/ml LIQ 10ml Bottle,
OM-IMET32,OM Meloxicam 1.5mg/ml LIQ 32ml Bottle,
OM-IMEL7,OM Meloxicam 7.5mg TAB,
OM-IMET200,OM Meloxidyl (Meloxicam) ORAL 200 ml (1.5mg/mL),
OM-METF500,OM Metformin 500mg TAB,
OM-FEL2.5,OM Methimazole (Felimazole) 2.5mg TAB,
OM-IMET5,OM Methimazole (Felimazole) 5mg TAB,
OM-IMETH5,OM Methocarbamol 500mg TAB,
OM-METOL,OM Metoclopramide ( Reglan ) 5mg/5ml (1mg/mL) LIQ,
OM-IREG,OM Metoclopramide (Reglan) 10mg TAB,
OM-IREG5,OM Metoclopramide (Reglan) 5mg TAB,
OM-FLA100,OM Metronidazole (Flagyl) 100mg/ml Susp.,
OM-IFLA25,OM Metronidazole (Flagyl) 250mg TAB,
OM-IFLA50,OM Metronidazole (Flagyl) 500mg TAB,
OM-MIRTRAO,OM Mirataz Transdermal Ointment,
OM-MIRTSM,OM Mirtazapine 1.8mg Simply Melt TAB,
OM-IMIR15,OM Mirtazapine 15mg TAB,
OM-MUROINT,OM Muricin (Mupirocin) 2% Oint. 15g,
OM-NAR60,OM Naraquin Feline/K9 60 ct. Bottle CAP,
OM-INPP,OM Neo-Predef (Tetracaine) 15gr Powder,
OM-ITRIHC,OM Neo/Poly/B/HC Ointment,
OM-ITRIOE,OM NeoPoly Bac Oph Oint 3.5g,
OM-INDD,OM Neopoly Dex Eye Drops,
OM-INPHOS,OM Neopoly HC Otic Sol 10cc,
OM-INDO,OM Neopolydex Eye Ointment,
OM-NXRS600P,OM New Xiang Ru San 600g Powder,
OM-NGCS,OM Nexgard COMBO for Cats 1.8-5.5#,
OM-NGCL,OM Nexgard COMBO for Cats 5.6-16.5#,
OM-NEXGCSM,OM Nexgard Flea/Tick Chew 04 - 10 lb,
OM-NEXGCMD,OM Nexgard Flea/Tick Chew 10.1 - 24 lb,
OM-NEXGCLG,OM Nexgard Flea/Tick Chew 24.1 - 60 lb,
OM-NEXGCXLG,OM Nexgard Flea/Tick Chew 60.1 - 121 lb,
OM-NGP17,OM Nexgard Plus for Dogs 17 - 33#,
OM-NGP33,OM Nexgard Plus for Dogs 33.1 - 66#,
OM-NGP48,OM Nexgard Plus for Dogs 4 - 8#,
OM-NGP66,OM Nexgard Plus for Dogs 66 - 132#,
OM-NGP8,OM Nexgard Plus for Dogs 8.1 - 17#,
OM-NJPPKOA,OM Nin Jiom Pei Pa Koa(Chuan Bei Pi Pa Gao),
OM-NHBM120C,OM NutriHerb - Bright Mind 120ct CAP,
OM-IOND4,OM Ondansetron (Zofran) 4mg TAB,
OM-OND8,OM Ondansetron (Zofran) 8mg TAB,
OM-IONS6,OM Onsior 6mg (3 ct),
OM-OPHFOR20,OM Ophiopogon Formula 0.5g CAP (200ct),
OM-OPTIELP,OM Optixcare Eye Lube Plus 20g,
OM-OSELT75,OM Oseltamivir 75mg CAP Box of 10,
OM-OPE3ML,OM Oti-Pack-E Otic,
OM-OPKTO,OM Oti-Pack-KT Otic,
OM-PAL10,OM Palladia 10mg TAB,
OM-PAL15,OM Palladia 15mg TAB,
OM-PALTAB50,OM Palladia 50mg TAB,
OM-PEP25G,OM Panacur Equine Paste 25gm,
OM-PPEC500T,OM PancrePlus Enzyme Concentrate 500ct TAB,
OM-PANTOPR,OM Pantoprazole 20mg TAB (90ct) Bottle,
OM-PAN40,OM Pantoprazole 40mg TAB (90ct) Bottle,
OM-PAROX10,OM Paroxetine 10mg TAB,
OM-PAROX20,OM Paroxetine 20mg TAB,
OM-IPET30,OM Pet-Tinic 30ml,
OM-IPETTI,OM Pet-Tinic 4oz,
OM-PIMO5TAB,OM Pimobendan 5mg Quad TAB,
OM-PRAZO,OM Prazosin HCI 1mg/ml,
OM-IPRES5,OM Prednisolone 5mg TAB,
OM-IPRED30,OM Prednisolone Syrup 15mg/5ml (3mg/mL),
OM-IPRED10,OM Prednisone 10mg TAB,
OM-PRED1,OM Prednisone 1mg Tablet,
OM-IPRED2,OM Prednisone 20MG TAB,
OM-IPRED5,OM Prednisone 5mg TAB,
OM-PPADG15,OM Pro-Pectalin Anti-Diarrheal Gel 15cc,
OM-PPADG30,OM Pro-Pectalin Anti-Diarrheal Gel 30cc,
OM-PPADTAB,OM Pro-Pectalin Anti-Diarrheal TAB,
OM-IPRO75,OM Proin 75mg Chew TAB 60ct. bottle,
OM-PER145MG,OM Proin ER 145mg (30ct Bottle),
OM-PROER18,OM Proin ER 18mg (30ct Bottle),
OM-PER38MG,OM Proin ER 38mg (30ct Bottle),
OM-PER74,OM Proin ER 74mg (30ct Bottle),
OM-PRER7490,OM Proin ER 74mg (90ct Bottle),
OM-PROVDCPR,OM Proviable DC Probiotic Supp. CAP,
OM-PROZ10ML,OM ProZinc Insulin 40U/ml (10 ml Bottle),
OM-PROZINC,OM Prozinc Insulin 40U/ml (20ml Bottle),
OM-PHC3OZ,OM Purina Hydracare 3oz Sachet,
OM-IPPQ,OM Pyrantel Pamoate Liquid (50mg/mL),
OM-REDFD200,OM Red Front Door (200ct) CAP,
OM-REJJC30,OM Rejensa Joint Care Chew 30ct Tub,
OM-REJJCC60,OM Rejensa Joint Care Chew 60ct Tub,
OM-RK+P,OM Renal K+ Powder 100g,
OM-REVP11,OM Revolution Plus Cat 11.1 - 22#,
OM-REVPC5.5,OM Revolution Plus Cat 2.8 - 5.5#,
OM-REVPC5.6,OM Revolution Plus Cat 5.6 - 11#,
OM-RILE300,OM Rilexine Chew TAB 300mg (Cephalexin),
OM-RILE600T,OM Rilexine Chew TAB 600mg (Cephalexin),
OM-SJPC,OM Sargassum Jade Pot Capsules 100ct,
OM-SEM35ML,OM Semintra Oral Susp. 10mg/ml 35ml Bottle,
OM-SENV30,OM Senvelgo 30ml Bottle (15mg/mL),
OM-SC200TP,OM Shen Calmer 200ct Teapill,
OM-SHENCALM,OM Shen Calmer Powder 200g,
OM-SIL20TAB,OM Sildenafil 20mg TAB,
OM-SS150GM,OM Silver Sulfadiazine 1% 50gm,
OM-SIMPT11,OM Simparica Trio 11.1 - 22# Carmel,
OM-SIMPT22,OM Simparica Trio 22.1 - 44# Teal,
OM-SIMPT44,OM Simparica Trio 44.1 - 88# Green,
OM-SIMPT5,OM Simparica Trio 5.6 - 11# Purple,
OM-SIMPT88,OM Simparica Trio 88.1 - 132# Brown,
OM-SIMPOS,OM Simplera Otic Solution 1ml,
OM-SSCBD15,OM SimpliSolve CBD Sheets 15ct,
OM-SSCBD40,OM SimpliSolve CBD Sheets 40ct,
OM-SMZTMP96,OM SMZ TMP 960 mg TAB 500ct,
OM-SOLKERG,OM Solva-Ker Gel 30ml Tube,
OM-STASIS,OM Stasis Breaker (100ct) Bottle CAP,
OM-STBRE200,OM Stasis Breaker (200ct) Bottle CAP,
OM-SIMOM90,OM Stasis in Mans. of Mind 90g Bottle,
OM-STOMHAPC,OM Stomach Happy 0.5 mg 200ct CAP,
OM-STHATE10,OM Stomach Happy Teapill 100ct,
OM-ISUC1,OM Sucralfate 1gm TAB,
OM-SUFFKM,OM Suffusion K Mousse 6.8 oz Bottle,
OM-SUFFKW,OM Suffusion K Wipes 30ct,
OM-SUFPPSM,OM Suffusion P + PS Mousse 200ml Bottle,
OM-ISYNO,OM Synotic Otic 8ml,
OM-TELM20,OM Telmisartan 20mg TAB 30ct,
OM-TEL40,OM Telmisartan 40mg TAB 30ct,
OM-ITP100,OM Temaril - P TAB,
OM-TENLIG20,OM Tendon/Ligament 200 ct. CAP,
OM-TENDLIG2,OM Tendon/Ligament Powder 200g,
OM-TERB250,OM Terbinafine 250mg TAB,
OM-ITERR,OM Terramycin Opthalmic Ointment,
OM-TIGBAL4,OM Tiger Balm (4 Grams),
OM-TOBOPSOL,OM Tobramycin 0.3% Opth. Sol. (5ml),
OM-ITRAZ100,OM Trazodone 100 mg TAB,
OM-ITRAZ50,OM Trazodone 50 mg TAB,
OM-TRES7.5,OM Tresaderm 7.5 ml Bottle,
OM-IT8B,OM TrizEDTA 4oz + Baytril 12ml OTIC,
OM-ITRIZ16,OM TRIZEDTA Flush 16oz Bottle,
OM-ITRIZK,OM Trizultra / Keto 12oz Bottle,
OM-TRIZUB,OM TrizUltra Keto 4oz + Baytril 12ml OTIC,
OM-UCTOR32,OM UpCard ( Torsemide ) 2mg/ml 32 ml Bottle,
OM-VARSUS,OM Varenzin 25mg/ml Susp. 27ml Bottle,
OM-VCNSSC,OM VC No Scoot Soft Chews 65ct,
OM-VCSSEPSC,OM VC Stop Stool Eating Plus Soft Chew 90ct,
OM-VCSAT30,OM VC Stress Away Chew Tabs 30ct,
OM-VCSAC65,OM VC Stress Away Chews 65ct,
OM-VCTSL,OM VC Tear Stain Liquid 4oz,
OM-VCTSSC,OM VC Tear Stain Soft Chews 65ct,
OM-VERCAT15,OM Veraflox (Pradofloxacin) Cat Oral Suspension 15ml (25mg/mL),
OM-IVTM1,OM Vetmedin 1.25mg TAB (50Ct),
OM-VTM10,OM Vetmedin 10mg TAB (50ct),
OM-VTM2.5,OM Vetmedin 2.5mg TAB (50ct),
OM-IVTM5,OM Vetmedin 5mg TAB (50ct),
OM-VSCP60C,OM Vetri Science Cardio Pro 60ct Chew,
OM-COMPRO60,OM Vetri Science Composure Pro 60 ct. Chew,
OM-VSHP60,OM Vetri Science Hepaticlear Pro 60ct Chew,
OM-VSREL,OM Vetri Science Renal Essent. Pro LIQ.,
OM-IVLC,OM Vetri-Lysine Plus 120ct,
OM-IVS10,OM Vetsulin 10 ml,
OM-IVIR1,OM Viralys Powder 100gm,
OM-IVBLG,OM Virbantel 114mg (Large 25-200#) TAB,
OM-IVIRSM,OM Virbantel 30mg (Small 1-25#) TAB,
OM-VISBIOME,OM Visbiome Probiotic CAP 40ct Box,
OM-IVITK,OM Vitamin K1 25mg (Chew) TAB,
OM-IVKC,OM Vitamin K1 50mg (Chew) TAB,
OM-VSREPC,OM VS Renal Essentials Pro Chew 60ct,
OM-WQBOCAP,OM Wei Qi Booster 0.5g 200ct CAP,
OM-WQBC100,OM Wei Qi Booster CAP 100ct Bottle,
OM-WEIQBPOW,OM Wei Qi Booster Powder 200g,
OM-WQBT200,OM Wei Qi Booster Teapill 180mg 200ct,
OM-WDTWT200,OM Wen Dan Tang Wan Teapills (200ct) TAB,
OM-XLWT,OM Xiang Lian Wan (200ct) TAB,
OM-XUEFZY18,OM Xue Fu Zhu Yu 180mg (200ct) TAB,
OM-YYXF200,OM Yang Yin Xi Feng 0.5mg CAP 200ct,
OM-YUNBYAO,OM Yunnan Bai Yao 4g powder,
OM-YBY16,OM Yunnan Bai Yao Herbal Supl CAP 16ct Box,
OM-YUNBYSP,OM Yunnan Bai Yao Spray,
OM-ZHGUSHMT,OM Zheng Gu Shui (Massage Tinture) 100ml,
OMEYE,OM- Eye Drops ,
ODTOUA,Open Door/Turn Off/ Unplug Autoclave,
ORFEE,Operating Room Fee,
NONBILL154,Oral Care,
ORALCHEM,Oral Chemo,
OVIR5,OraVet 30ct LG $5 Instant Rebate,
OVIR4,OraVet 30ct MED $4 Instant Rebate,
OVIR3,OraVet 30ct XS/S $3 Instant Rebate,
OVLGFREE,Oravet Chew Large 50# & over Free 14ct B,
OVMDFREE,Oravet Chew Medium 25-50# Free 14ct Bag,
OVSMFREE,Oravet Chew Small 10-24# Free 14ct Bag,
OVXSMFRE,Oravet Chew X-Small Under 10# Free 14ct,
ORA8,OraVet Chews 14ct,
OCAASM,Orivet Cerebellar Ataxia Amer. Staff Mix,
TF,Orogastric Tube Feeding,
DONFR,Oronasal Fistula Repair,
NONBILL003,Other - Administer Ear Medication 1,
OTNBUPDT057,Other - Administer Ear Medication 10,
OTNBUPDT001,Other - Administer Ear Medication 2,
OTNBUPDT008,Other - Administer Ear Medication 3,
OTNBUPDT015,Other - Administer Ear Medication 4,
OTNBUPDT022,Other - Administer Ear Medication 5,
OTNBUPDT029,Other - Administer Ear Medication 6,
OTNBUPDT036,Other - Administer Ear Medication 7,
OTNBUPDT043,Other - Administer Ear Medication 8,
OTNBUPDT050,Other - Administer Ear Medication 9,
NONBILL004,Other - Administer Eye Medication 1,
OTNBUPDT058,Other - Administer Eye Medication 10,
OTNBUPDT002,Other - Administer Eye Medication 2,
OTNBUPDT009,Other - Administer Eye Medication 3,
OTNBUPDT016,Other - Administer Eye Medication 4,
OTNBUPDT023,Other - Administer Eye Medication 5,
OTNBUPDT030,Other - Administer Eye Medication 6,
OTNBUPDT037,Other - Administer Eye Medication 7,
OTNBUPDT044,Other - Administer Eye Medication 8,
OTNBUPDT051,Other - Administer Eye Medication 9,
NONBILL001,Other - Administer Feeding Tube Medication 1,
OTNBUPDT059,Other - Administer Feeding Tube Medication 10,
OTNBUPDT003,Other - Administer Feeding Tube Medication 2,
OTNBUPDT010,Other - Administer Feeding Tube Medication 3,
OTNBUPDT017,Other - Administer Feeding Tube Medication 4,
OTNBUPDT024,Other - Administer Feeding Tube Medication 5,
OTNBUPDT031,Other - Administer Feeding Tube Medication 6,
OTNBUPDT038,Other - Administer Feeding Tube Medication 7,
OTNBUPDT045,Other - Administer Feeding Tube Medication 8,
OTNBUPDT052,Other - Administer Feeding Tube Medication 9,
NONBILL132,Other - Administer Injectable Medication 1,
OTNBUPDT060,Other - Administer Injectable Medication 10,
OTNBUPDT004,Other - Administer Injectable Medication 2,
OTNBUPDT011,Other - Administer Injectable Medication 3,
OTNBUPDT018,Other - Administer Injectable Medication 4,
OTNBUPDT025,Other - Administer Injectable Medication 5,
OTNBUPDT032,Other - Administer Injectable Medication 6,
OTNBUPDT039,Other - Administer Injectable Medication 7,
OTNBUPDT046,Other - Administer Injectable Medication 8,
OTNBUPDT053,Other - Administer Injectable Medication 9,
NONBILL133,Other - Administer Oral Medication 1,
OTNBUPDT061,Other - Administer Oral Medication 10,
OTNBUPDT005,Other - Administer Oral Medication 2,
OTNBUPDT012,Other - Administer Oral Medication 3,
OTNBUPDT019,Other - Administer Oral Medication 4,
OTNBUPDT026,Other - Administer Oral Medication 5,
OTNBUPDT033,Other - Administer Oral Medication 6,
OTNBUPDT040,Other - Administer Oral Medication 7,
OTNBUPDT047,Other - Administer Oral Medication 8,
OTNBUPDT054,Other - Administer Oral Medication 9,
NONBILL005,Other - Apply Topical Medication 1,
OTNBUPDT062,Other - Apply Topical Medication 10,
OTNBUPDT006,Other - Apply Topical Medication 2,
OTNBUPDT013,Other - Apply Topical Medication 3,
OTNBUPDT020,Other - Apply Topical Medication 4,
OTNBUPDT027,Other - Apply Topical Medication 5,
OTNBUPDT034,Other - Apply Topical Medication 6,
OTNBUPDT041,Other - Apply Topical Medication 7,
OTNBUPDT048,Other - Apply Topical Medication 8,
OTNBUPDT055,Other - Apply Topical Medication 9,
NONBILL076,Other - Miscellaneous Treatment 1,
OTNBUPDT063,Other - Miscellaneous Treatment 10,
OTNBUPDT007,Other - Miscellaneous Treatment 2,
OTNBUPDT014,Other - Miscellaneous Treatment 3,
OTNBUPDT021,Other - Miscellaneous Treatment 4,
OTNBUPDT028,Other - Miscellaneous Treatment 5,
OTNBUPDT035,Other - Miscellaneous Treatment 6,
OTNBUPDT042,Other - Miscellaneous Treatment 7,
OTNBUPDT049,Other - Miscellaneous Treatment 8,
OTNBUPDT056,Other - Miscellaneous Treatment 9,
OTOSCOPE,Otoscopes - Plug In/Clean Ear Cones & Brush Tube,
405,"Ova, Parasites & Giardia (IRL 2463)",
OD,Ovariohisterectomy/ Difficult,
581B,Ovariohysterctomy - Rabbit,
581HS,Ovariohysterectomy - Feline (w/HS Cert),
579,Ovariohysterectomy- 0 To 50 Lb,
580,Ovariohysterectomy- 51 To 100+lbs,
555,Ovariohysterectomy- Slal,
577,Ovariohysterectomy-15 Lbs Or <,
578,Ovariohysterectomy-16 To 30 Lb,
581,Ovariohysterectomy-Feline,
588,Ovariohysterectomy-Foa,
582,Ovariohysterectomy-Heat/Preg +,
576,Ovariohysterectomy-Hslc,
509,Ovariohysterectomy-Lcas,
583,Ovariohysterectomy-Pyometra,
OVNGHT,Overnight Hospital Care,
PAWPRT,Owner requested a complimentary pawprint,
VITALS21,Oxygen Administration %,
VITALS22,Oxygen Administration L/Min,
IONC,Oxygen Nasal Cannula,
OXYTANKF,Oxygen Tank Rental Fee,
OT,Oxygen Therapy/per hour,
VITALS31,Packed Cell Volume (PCV),
VITALS411,Packed Cell Volume (PCV)  - Pleural Effusion,
VITALS31a,Packed Cell Volume (PCV) - Abdominal effusion,
VITALS410,Packed Cell Volume (PCV) - Pericardial Effusion,
NONBILL102,Palpate Bladder / Note Size,
IM110,Paper-Kleenex,
NONBILL155,Passive Range of Motion (PROM),
PPAP,"Paw Print, Clay, Made by Angel Paws",
FN,Pedi - File / Dremel Nails - Courtesy,
FILENAIL,Pedi - File / Dremel Nails (With Bath),
166,Pedicure,
167,Pedicure - Courtesy,
166D,Pedicure - Difficult,
PFF,Pedicure - Footsie Friday,
PWD,Pedicure - With Dremel Tool,
NONBILL103,Perform Rehab Exercises,
VITALS414,Pericardiocentesis - Left (mLs),
VITALS415,Pericardiocentesis - Right (mLs),
VITALS26,Periodontal Disease Grade (/4),
IF106,Pet reminder cards,
NMPLT,Pet's Name Engraved on Brass Name Plate,
ENGRAVIN,Pet's Name Engraved on Urn,
PHENO,Phenobarb Level,
137P,Phlebotomy Lab Blood,
PHOVTX,Phovia LED Lamp Treatment ( Initial ),
PHOVADD,Phovia LED Lamp TX ( Additional Site),
137,Physical Exam,
PLAYDAY,Play Day,
NONBILL104,Playtime / Exercise,
NONBILL202,Pleural Port Care - Daily,
TEXPLI,PLI to Texas A&M,
PT,Ponazuril Treatment/Coccidia,
IF107,Postage / Shipping Charge,
NONBILL105,Prepare Meds TGH,
NONBILL215,Prepare Patient for Discharge,
PACC,Private Avian Cremation in Decorative Ur,
PFCUGBPP,Private Cremation Classic Gold Urn w/PP,
PCDF,Private Cremation Paw Prnt Frame 7-1/2x9,
PCWF,Private Cremation Wall Frame 11x14,
PFCCCU,Private Feline Cremation Cozy Cat Urn,
PRICF,Private Feline Cremation in Decorative U,
PRIFMB,Private Feline Cremation in Memory Box,
PCCBB,Private K9 Cremation in Biodegradable,
PRICC,Private K9 Cremation in Decorative Urn,
PRICMB,Private K9 Cremation in Memory Box,
PCCTU,Private K9 Cremation in Small Tower Urn,
PCTP,Private K9 Cremation in Tribute Pkg,
PROGRESS_NOTES,Progress Notes,
PH12INJ-1,Proheart12 10mg/ml 10ml Vial (0-25 lbs),
PH12INJ-2,Proheart12 10mg/ml 10ml Vial (26-50 lbs),
PH12INJ-3,Proheart12 10mg/ml 10ml Vial (51-100 lbs),
PH12INJ-4,Proheart12 10mg/ml 10ml Vial (Over 100 lbs),
IH-IPROCA,Proparacaine HCl 0.5% (15ml) (IH Only),
NONBILL194,Provide Heat Support,
VITALS37,Pulse Oximetry (SpO2),
VITALS04,Pulse Quality,
VITALS03,Pulse/Heart Rate,
BIOPSY,Punch Biopsy,
VITALS403,Puppy Tube Feeding (mL),
NONBILL203,Puppy/Kitten Stimulation to Eliminate,
PFNF5.5,Purina Feline NF Early Care 5.5 oz,
POLWAB,Put out Labwork in Antech Box,
VITALS603,Rabbit Grimace Scale (/10),
rk3,Rabies Canine 3yr,
RFP1YR,Rabies Feline Purevax 1 Year,
1150,Rabies Serology (RFFIT)† Titer,
VAX022,Rabies Vaccine (Canine) 1yr,
VAX023,Rabies Vaccine (Feline) 3yr,
VAX029,Rabies Vaccine (Ferret),
301,Radiology - Additional View,
302,Radiology - Barium Series,
306,Radiology - Post Operative View,
304,Radiology - Pregnancy Check,
303,Radiology - Radiologist Consult,
300,Radiology - Routine,
VITALS608,Rat Grimace Scale (/8),
VAX028,Rattlesnake Vaccine,
RTG,Ready To Checkout,
RD,Rear Declaw,
rea,RECHECK APPT - ,
585,Rectal Prolapse-Reduction,
RRT,Reissue Rabies Tag,
T9810,Relaxin ( hormone test ),
NONBILL206,Remove Arterial Catheter,
NONBILL112,Remove Bandage,
NONBILL107,Remove Central Line Catheter,
NONBILL158,Remove Chest Tube,
NONBILL108,Remove Cotton from Ears,
NONBILL207,Remove Drain,
NONBILL208,Remove Fecal Foley Catheter,
NONBILL216,Remove Food and Water,
NONBILL217,Remove Food Only,
NONBILL110,Remove Holter Monitor,
NONBILL111,Remove IV Catheter,
NONBILL113,Remove NG Tube or E-tube,
NONBILL114,Remove Pain Patch,
NONBILL159,Remove Primapor,
NONBILL181,Remove Sutures / Stay Sutures,
NONBILL115,Remove Urinary Catheter,
ETE,Repair of Eversion of Third Eyelid,
NONBILL116,Replace CVC,
VITALS06,Respiratory Effort,
VITALS05,Respiratory Rate,
NONBILL118,Restart IV Fluids After Transfusion,
RESTBOXF,Resting Box,
RESPD,Restock Pill Drawer,
RSD,Restock Syringe Drawers (Pharmacy & Treatment),
VITALS26c,Right Chest Tube (Air) - Aspirate/Maintain/Note Production,
VITALS26d,Right Chest Tube (Fluid) - Aspirate/Maintain/Note Production,
NONBILL191,Rotate / Change Perches,
VITALS30,Rotate / Turn & Note Patient Position,
584425,Royal Canin Feline Ultamino 5.5lb Bag,
470718,Royal Canin Feline Ur SO 17.6# Bag,
470758,Royal Canin Feline Ur SO 5.8oz Cans,
402903,Royal Canin Feline Ur SO Mod Cal 3oz Can,
402999,Royal Canin Feline Ur SO Mod Cal Trial P,
483828,Royal Canin K9 GI Lowfat 28.6# Bag,
4769477,Royal Canin K9 Hydro Prot Mod Cal 7.7# B,
47233,Royal Canin K9 Satiety 13.4oz Can,
560666,Royal Canin K9 Satiety Small Dog 6.6# Ba,
563530,Royal Canin K9 Sel Protein KO 30.8# Bag,
302110,Royal Canin K9 Sel Protein PV 13.6oz Can,
760317,Royal Canin K9 Select Pro PV 17.6# Bag,
760377,Royal Canin K9 Select Pro PV 7.7# Bag,
402136,Royal Canin K9 Ur SO Mod Cal TSIG 12.5o,
RXBENT,RX  Benazepril 5mg Tab,
RX-IACE25,RX Acepromazine 25mg TAB,
RX-AMBENZ,RX Acne Med. Benzoyl Per. Gel 5% 1.5oz,
RX-ACY400,RX Acyclovir 400mg TAB,
RX-IADQ,RX Adequan 100mg/ml INJ (BOX of 2),
RX-ADEQEQ50,RX Adequan Equine 50ml Bottle,
RX-IAOS1,RX Albon Oral Suspension 5% 473ml Bottle,
RX-IAL144,RX Albon Oral Suspension 5% 60ml bottle,
RX-AHGP,RX Aluminum Hydroxide Gel Powder 40 Dram,
RX-AMAN50,RX Amantadine Oral Solution 50mg/5ml (10mg/mL),
RX-AMP2.5,RX Amlodipine 2.5 mg TAB,
RX-AML5,RX Amlodipine 5mg TAB,
RX-IAMOX3,RX Amoxi Drops 30ml (50mg/mL),
RX-IAMOD1,RX Amoxi-drops 15ml (50mg/mL),
RX-IAMO25,RX Amoxicillin 250mg CAP,
RX-AMOX500,RX Amoxicillin 500mg CAP,
RX-AMOXCB15,RX Amoxicillin/Clav. ( Betacillin ) 15 ml (62.5mg/mL),
RX-AMOCL125,RX Amoxicillin/Clavulanate 125mg TAB,
RX-AMOCL375,RX Amoxicillin/Clavulanate 375mg TAB,
RX-ANIMAX15,RX Animax Ointment 15 ml,
RX-ANIM30,RX Animax Ointment 30 ml,
RX-APOQT16,RX Apoquel 16mg TAB,
RX-APOQT3.6,RX Apoquel 3.6mg TAB,
RX-APOQT5.4,RX Apoquel 5.4mg TAB,
RX-IAT,RX Artificial Tears 3.5g,
RX-IAT50,RX Atopica (Cycloporine) 50mg CAP,
RX-IATP100,RX Atopica (Cyclosporine) 100 mg CAP,
RX-CYCLO25,RX Atopica (Cyclosporine) 25mg CAP,
RX-IATC17,RX Atopica/Cats 100mg/ml 17ml Vial,
RX-IATC5,RX Atopica/Cats 100mg/ml 5ml Vial,
RX-ATOPIM,RX Atopivet Mousse 8.4 oz Bottle,
RX-ATOPT,RX Atopivet Spot On Topical ( 8 Pipettes ),
RX-ATROINT,RX Atropine Eye Ointment 1% 3.5gm,
RX-IATROP,RX Atropine Sulfate 1% Solution (opht.),
RX-AVMAQ45,RX Avmaquin 45ct Bottle,
RX-AYRADIA3,RX Ayradia 125mg/ml Susp 30ml Bottle,
RX-AYRADIA1,RX Ayradia 125mg/ml Susp. 100 ml Bottle,
RX-AZITH250,RX Azithromycin 250mg TAB 30ct.,
RX-AZITHR,RX Azithromycin Susp 200mg/5 ml (40mg/mL) (30cc),
RX-ASCPS90,RX Azodyl Small CAP (Kidney Supplement),
RX-BLADDSUP,RX Bladder Support Soft Chews 60 count,
RX-BST60,RX Bladder Support Tablets 60ct,
RX-B0180C2,RX Bone Stasis 200 0.5g CAP,
RX-BRESF200,RX Breast Stasis Formula 0.5g 200ct CAP,
RX-BUP0.5,RX Buprenorphine 0.5mg/ml ORAL,
RX-ICAPL,RX Capstar / Single Dose / Large,
RX-ICAPS,RX Capstar/ Single Dose / Small,
RX-IRIM10,RX Carprofen (Rimadyl) 100mg TAB,
RX-IRIM25,RX Carprofen (Rimadyl) 25mg TAB,
RX-IRIM75,RX Carprofen (Rimadyl) 75mg TAB,
RX-CATLAX2,RX Cat Lax 2 oz Tube,
RX-ICP100,RX Cefpodoxime 100mg TAB (Antibiotic),
RX-ICEP200,RX Cefpodoxime 200mg TAB (Antibiotic),
RX-CENTLA,RX Centragard Large 5.6-16.5 lbs,
RX-CENTS,RX Centragard Small 1.8 - 5.5lbs,
RX-CF200T,RX Cervical Formula 200ct Teapill,
RX-ICHL4,RX Chlorpheniramine Maleate 4mg TAB,
RX-ICIP25,RX Ciprofloxacin 250mg TAB,
RX-ICIP50,RX Ciprofloxacin 500mg TAB,
RX-ICIPO,RX Ciprofloxacin Opth. Sol.,
RX-CISA10,RX Cisapride 10mg Gourmed Tab Chick.Flavor,
RX-ICLT100Q,RX Clindamycin 100mg Quad TAB,
RX-ICLT150,RX Clindamycin 150mg CAP,
RX-ICLT25,RX Clindamycin 25mg TAB,
RX-ICD20,RX Clindamycin 25mg/ml LIQ,
RX-ICLT75,RX Clindamycin 75mg CAP,
RX-CLOP75TA,RX Clopidogrel 75 mg TAB,
RX-COB12SUP,RX Cobalequin B12 Supp Cats/Small Dog <22lb,
RX-COB12SL,RX Cobalequin B12 Supp. Dogs >22lbs,
RX-MARO16,RX Comfortrate ( Maropitant ) 16mg TAB,
RX-COMF24,RX Comfortrate ( Maropitant ) 24 mg TAB,
RX-COMF60,RX Comfortrate ( Maropitant ) 60mg TAB,
RX-COMPBHC,RX Composure Behavioral Health 60ct. Chew,
RX-CBSF50,RX Conc. Breast Stasis Formula 50ct CAP,
RX-CCF100,RX Conc. Cervical Formula 100ct CAP,
RX-CDHS50,RX Conc. Damp Heat Skin 50ct CAP,
RX-CDGPS100,RX Conc. Di Gu Pi San 100ct CAP,
RX-CDTT100T,RX Conc. Di Tan Tang 100ct CAP,
RX-CDTT90P,RX Conc. Di Tan Tang Powder 90g,
RX-CHQW50,RX Conc. Hindquarter Weakness 50ct CAP,
RX-CHQWP90G,RX Conc. Hindquarter Weakness Powder 90g,
RX-CHW100,RX Conc. Hindquater Weakness 100ct CAP,
RX-CJSGJ100,RX Conc. Jin Suo Gu Jing 0.5mg 100ct CAP,
RX-MAXFORM,RX Conc. Max's Formula 0.5g 100ct CAP,
